date,total_spend,running_balance,Food,Hardware,Income,Misc,Rent,Software
2026-05-08,89.0810223041211,-1199.877506487328,0.0,89.0810223041211,0.0,0.0,0.0,0.0
2026-05-09,282.4706868164593,-1482.3481933037874,116.11271693446551,92.8985096604336,0.0,0.0,0.0,73.45946022156015
2026-05-10,220.23994364851586,-1702.5881369523033,137.30559658874452,0.0,0.0,0.0,0.0,82.93434705977134
2026-05-11,80.45858913884892,-1783.0467260911523,80.45858913884892,0.0,0.0,0.0,0.0,0.0
2026-05-12,144.16794294628872,-1927.2146690374411,0.0,0.0,0.0,93.47594564409239,0.0,50.69199730219632
2026-05-13,124.29615564341661,1485.5517098265973,0.0,0.0,3537.062534507455,0.0,0.0,124.29615564341661
2026-05-14,179.99434698128326,1305.557362845314,0.0,110.2587974900466,0.0,0.0,0.0,69.73554949123665
2026-05-15,410.54740138713254,895.0099614581814,78.41524024426273,86.58605898388126,0.0,91.82077389540905,0.0,153.7253282635795
2026-05-16,67.12455754865819,827.8854039095231,67.12455754865819,0.0,0.0,0.0,0.0,0.0
2026-05-17,231.60264024843084,596.2827636610923,0.0,104.26068650848656,0.0,112.10118350370976,0.0,15.240770236234518
2026-05-18,171.81008151808027,424.47268214301204,109.7205015825139,0.0,0.0,0.0,0.0,62.08957993556637
2026-05-19,89.50512919075395,334.9675529522581,0.0,0.0,0.0,89.50512919075395,0.0,0.0
2026-05-20,317.5694846322141,17.39806832004396,256.16114171700156,61.40834291521254,0.0,0.0,0.0,0.0
2026-05-21,43.24738891701719,-25.84932059697323,0.0,0.0,0.0,43.24738891701719,0.0,0.0
2026-05-22,127.054387890557,-152.90370848753022,111.83242882302778,0.0,0.0,0.0,0.0,15.221959067529212
2026-05-23,281.94185288041143,-434.8455613679416,0.0,104.29975876288887,0.0,177.64209411752256,0.0,0.0
2026-05-24,112.48522320514307,-547.3307845730847,0.0,0.0,0.0,45.92473043685885,0.0,66.56049276828422
2026-05-25,270.938772115383,-818.2695566884677,0.0,69.37375443293843,0.0,156.09628844152365,0.0,45.468729240920894
2026-05-26,82.02149466907025,-900.291051357538,0.0,0.0,0.0,12.026295823875522,0.0,69.99519884519474
2026-05-27,320.52993758935656,1901.8083616900426,121.82243774645961,35.163207632528604,3122.629350636937,50.884066937072184,0.0,112.66022527329613
2026-05-28,121.22347565813934,1780.5848860319034,0.0,74.23298546129476,0.0,46.99049019684458,0.0,0.0
2026-05-29,303.3589811474326,1477.2259048844708,46.57553045152053,102.59018932631234,0.0,100.03336922592408,0.0,54.15989214367561
2026-05-30,202.9055530052566,1274.3203518792143,0.0,0.0,0.0,143.09152719547276,0.0,59.81402580978383
2026-05-31,245.05318724811008,1029.2671646311042,75.03284161316364,35.53502780134534,0.0,134.48531783360113,0.0,0.0
2026-06-01,23.445310761402432,1005.8218538697017,0.0,23.445310761402432,0.0,0.0,0.0,0.0
2026-06-02,90.63545857074013,915.1863952989617,0.0,0.0,0.0,25.190249241920824,0.0,65.4452093288193
2026-06-03,152.647033587438,762.5393617115237,0.0,122.28510896133425,0.0,30.361924626103757,0.0,0.0
2026-06-04,119.41603401171864,643.123327699805,13.702411705904382,105.71362230581425,0.0,0.0,0.0,0.0
2026-06-05,421.7725691895221,221.35075851028293,153.14927746937417,158.00904266797102,0.0,0.0,0.0,110.61424905217694
2026-06-06,115.88050961991783,105.4702488903651,34.161473960152094,0.0,0.0,40.23174790837199,0.0,41.48728775139375
2026-06-07,231.71172714912456,-126.24147825875947,113.8549366991689,80.53926604665506,0.0,37.31752440330061,0.0,0.0
2026-06-08,262.12054755235533,-388.3620258111148,0.0,125.13831673981592,0.0,136.98223081253937,0.0,0.0
2026-06-09,216.36888736805804,-604.730913179173,73.11737646549636,0.0,0.0,60.323944944291,0.0,82.92756595827069
2026-06-10,296.06374235070473,1657.5652500273277,254.12280271759627,41.94093963310846,2558.3599055572054,0.0,0.0,0.0
2026-06-11,71.13437620113926,1586.4308738261884,0.0,71.13437620113926,0.0,0.0,0.0,0.0
2026-06-12,116.52176677988787,1469.9091070463005,74.64132238136249,0.0,0.0,41.880444398525384,0.0,0.0
2026-06-13,226.60805269899706,1243.3010543473035,107.40402285225605,47.37046557539211,0.0,71.8335642713489,0.0,0.0
2026-06-14,196.02578042575067,1047.2752739215528,0.0,0.0,0.0,84.74700558386202,0.0,111.27877484188866
2026-06-15,123.23480534865895,924.0404685728938,69.80782121292488,0.0,0.0,0.0,0.0,53.426984135734074
2026-06-16,229.34255003937352,694.6979185335204,0.0,70.15489222483242,0.0,159.18765781454107,0.0,0.0
2026-06-17,27.258286881195886,667.4396316523245,27.258286881195886,0.0,0.0,0.0,0.0,0.0
2026-06-18,169.9383153465426,497.50131630578187,0.0,35.48995682217318,0.0,0.0,0.0,134.4483585243694
2026-06-19,168.62901807089946,328.87229823488246,0.0,0.0,0.0,0.0,0.0,168.62901807089946
2026-06-20,241.9292012191891,86.94309701569337,0.0,145.28170451500608,0.0,96.64749670418304,0.0,0.0
2026-06-21,26.235328581048705,60.70776843464466,26.235328581048705,0.0,0.0,0.0,0.0,0.0
2026-06-23,110.42981705072052,-49.722048616075845,0.0,0.0,0.0,74.14405071407987,0.0,36.28576633664064
2026-06-24,56.22639239701056,2797.1701129093394,0.0,56.22639239701056,2903.1185539224257,0.0,0.0,0.0
2026-06-25,86.07590468918733,2711.094208220152,59.05657943414999,0.0,0.0,0.0,0.0,27.019325255037337
2026-06-26,116.68982701897836,2594.4043812011737,79.8232569516642,13.327500723851145,0.0,23.539069343463012,0.0,0.0
2026-06-27,213.88523992034362,2380.5191412808304,38.45089751487754,0.0,0.0,74.15064315593523,0.0,101.28369924953086
2026-06-28,136.60583831485877,2243.9133029659715,124.9646737043613,0.0,0.0,11.641164610497462,0.0,0.0
2026-06-29,173.30111896909062,2070.612183996881,52.35068347737434,0.0,0.0,103.96169266557283,0.0,16.988742826143458
